Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
2537.4200,15.5600,38.0700,24.5400,239.8705,0.1995,4.3942,3.5449,9.9516,32.7375,40.2166,33.8751,41.5249,28.3556,18.9647,21.8316,26.1827,22.7294,20.5007,23.9837
2537.7290,15.5600,38.0700,24.5400,239.9644,0.2000,3.6809,2.9788,8.3215,31.3339,39.1190,32.2446,40.1787,26.8797,18.6030,21.4896,25.9322,22.7861,20.5572,23.6320
2538.0380,15.5600,38.0700,24.5400,240.0584,0.2000,3.1122,2.5503,7.0850,31.3339,38.6076,29.7207,37.5155,26.6951,18.1689,21.6645,26.5139,22.1769,20.0506,23.0279
2538.3470,15.5600,38.0700,24.5400,240.0857,0.1990,2.6577,2.2167,5.9399,29.0823,36.0127,27.1938,36.0991,27.1697,18.0844,20.7301,25.5436,22.0588,19.8546,23.0279
2538.6570,15.5600,38.0700,24.5400,240.0159,0.2000,2.2916,1.9481,5.0836,28.2996,34.2792,24.4175,33.1280,26.6951,17.5925,21.0492,26.1827,21.5469,19.2379,22.3968
2538.9670,15.5600,38.0700,24.5400,239.9462,0.2000,1.9998,1.7334,4.3200,26.3353,31.0292,22.4050,31.4054,26.9813,17.3986,20.0738,25.3047,21.4351,19.1965,22.2193
2539.2760,15.5600,38.0700,24.5400,239.8937,0.2000,1.7607,1.5606,3.7220,24.7112,28.3275,20.2476,28.8249,24.9763,16.9750,19.9757,25.1523,21.2148,18.8387,21.9797
2539.5850,15.5600,38.0700,24.5400,239.9203,0.1990,1.5649,1.4188,3.2451,24.1383,26.5406,18.2406,26.5482,25.3932,16.7539,19.2223,25.9322,20.8347,18.3632,21.5151
2539.8940,15.5600,38.0700,24.5400,239.9469,0.1990,1.4065,1.2994,2.8315,21.9218,23.5371,16.2588,24.1519,24.8162,16.4355,19.4056,24.7058,20.4767,18.2799,21.6295
2540.2900,15.5600,38.0700,24.5400,239.9671,0.1999,1.2459,1.1765,2.4163,20.2331,20.9777,14.1262,21.5588,19.6560,16.2587,18.6451,24.7058,20.0232,17.6806,20.7940
2540.5970,15.5600,38.0700,24.5400,239.9322,0.1990,1.1330,1.0956,2.1543,18.9335,18.9418,12.6789,19.4590,25.2279,15.8259,18.3914,24.5603,19.9259,17.4499,20.4318
2540.9080,15.5600,38.0700,24.5400,239.8968,0.2000,1.0429,1.0247,1.9326,17.6464,17.2512,11.3774,17.7881,23.1766,15.6612,17.9465,24.2742,19.6911,17.3332,20.4788
2541.2170,15.5600,38.0700,24.5400,239.8616,0.2000,0.9664,0.9647,1.7484,16.2918,15.4848,10.1986,16.0113,22.7040,15.2854,17.9031,25.0837,19.4530,16.9330,20.0724
2541.5250,15.5600,38.0700,24.5400,239.9467,0.1995,0.8986,0.9122,1.5928,15.2863,14.1078,9.1058,14.3536,23.1134,15.2244,17.5563,24.8529,19.1385,16.6504,19.6811
2541.8350,15.5600,38.0700,24.5400,240.0340,0.1998,0.8406,0.8662,1.4559,13.8121,12.5667,8.1994,12.9707,23.4590,14.8416,17.4389,23.8568,19.0493,16.2731,19.5855
2542.1440,15.5600,38.0700,24.5400,240.1210,0.2000,0.4449,0.4182,0.2687,0.6813,0.4496,0.3639,0.2900,3.7744,0.6779,0.6558,0.2219,0.1520,0.1291,0.1316
2542.4540,15.5600,38.0700,24.5400,240.0734,0.8600,0.0634,0.1562,0.1118,0.1204,0.1261,0.1431,0.1223,0.1081,0.1030,0.1194,0.1093,0.1036,0.0972,0.1064
2542.7610,15.5600,38.0700,24.5400,239.9821,0.8876,0.0697,0.1447,0.1064,0.1033,0.1137,0.1286,0.1188,0.0975,0.0963,0.1141,0.1064,0.1029,0.0969,0.1053
2543.0700,15.5600,38.0700,24.5400,239.8902,0.8940,0.0761,0.1393,0.1072,0.1000,0.1125,0.1236,0.1194,0.0971,0.0957,0.1150,0.1067,0.1043,0.0981,0.1057
2543.3770,15.5600,38.0700,24.5400,239.8474,0.8970,0.0801,0.1375,0.1094,0.0996,0.1135,0.1219,0.1208,0.0978,0.0957,0.1164,0.1073,0.1056,0.0993,0.1062
2543.6860,15.5600,38.0700,24.5400,239.8517,0.8978,0.0831,0.1379,0.1126,0.1003,0.1150,0.1218,0.1229,0.0984,0.0961,0.1176,0.1078,0.1064,0.1002,0.1066
2543.9940,15.5600,38.0700,24.5400,239.8559,0.8980,0.0857,0.1393,0.1155,0.1013,0.1169,0.1225,0.1248,0.0989,0.0962,0.1183,0.1081,0.1072,0.1010,0.1070
2544.3040,15.5600,38.0700,24.5400,239.8658,0.8989,0.0874,0.1413,0.1183,0.1028,0.1189,0.1237,0.1271,0.0993,0.0963,0.1187,0.1082,0.1078,0.1017,0.1071
2544.6130,15.5600,38.0700,24.5400,239.8911,0.8983,0.0892,0.1433,0.1210,0.1040,0.1208,0.1249,0.1292,0.0997,0.0965,0.1193,0.1086,0.1082,0.1021,0.1074
2544.9230,15.5600,38.0700,24.5400,239.9166,0.8985,0.0908,0.1455,0.1232,0.1053,0.1225,0.1262,0.1309,0.1001,0.0966,0.1195,0.1088,0.1084,0.1025,0.1075
2545.2300,15.5600,38.0700,24.5400,239.9392,0.8990,0.0922,0.1473,0.1253,0.1065,0.1242,0.1273,0.1326,0.1003,0.0967,0.1198,0.1088,0.1088,0.1027,0.1075
2545.5400,15.5600,38.0700,24.5400,239.8782,0.8980,0.0935,0.1491,0.1273,0.1076,0.1257,0.1284,0.1340,0.1006,0.0968,0.1201,0.1089,0.1091,0.1030,0.1077
2545.8470,15.5600,38.0700,24.5400,239.8177,0.8990,0.0946,0.1505,0.1289,0.1086,0.1269,0.1296,0.1355,0.1006,0.0967,0.1202,0.1089,0.1093,0.1032,0.1078
2546.1570,15.5600,38.0700,24.5400,239.7566,0.8982,0.0956,0.1521,0.1306,0.1095,0.1282,0.1304,0.1365,0.1008,0.0970,0.1204,0.1092,0.1093,0.1034,0.1079
2546.4650,15.5600,38.0700,24.5400,239.8311,0.8990,0.0965,0.1533,0.1317,0.1102,0.1293,0.1313,0.1376,0.1010,0.0968,0.1205,0.1092,0.1095,0.1037,0.1079
2546.7740,15.5600,38.0700,24.5400,239.9414,0.8990,0.0975,0.1545,0.1328,0.1109,0.1301,0.1320,0.1386,0.1011,0.0970,0.1206,0.1092,0.1096,0.1037,0.1079
2547.0830,15.5600,38.0700,24.5400,240.0517,0.8983,0.0981,0.1556,0.0999,0.0820,0.1376,0.1559,0.2444,0.1015,0.0302,0.0453,0.0597,0.1188,0.1913,0.2087
2547.3920,15.5600,38.0700,24.5400,240.0673,0.2980,0.4129,1.2002,1.8542,1.3819,2.1163,2.4139,3.4895,0.8354,0.9929,1.1040,1.6224,2.5548,2.8385,3.4389
2547.7020,15.5600,38.0700,24.5400,240.0062,0.2100,4.0125,9.9059,14.7343,10.6549,14.6842,16.1582,20.3327,7.1481,7.4633,6.6916,8.4354,10.6561,10.5518,12.4857
2548.0090,15.5600,38.0700,24.5400,239.9458,0.2060,18.0553,36.0852,48.9595,33.5001,48.8555,48.1206,53.7185,16.2584,16.5382,14.0510,15.6235,17.3765,16.2068,19.2119
2548.3190,15.5600,38.0700,24.5400,239.8918,0.2040,45.8525,66.0296,77.2091,52.2232,76.1799,76.2102,81.3453,22.3674,21.0558,17.5911,18.5312,20.6826,18.8387,22.3968
2548.6290,15.5600,38.0700,24.5400,239.8534,0.2024,66.4837,88.5723,89.8357,61.7084,94.9519,84.8448,86.1372,23.2530,23.8436,19.7821,20.8985,22.4831,19.8018,23.7690
2548.9380,15.5600,38.0700,24.5400,239.8151,0.2010,82.7015,87.6161,90.6767,62.1738,87.4402,86.6118,87.8609,25.1385,24.0662,20.9418,21.3316,24.1186,20.4539,24.8540
2549.2460,15.5600,38.0700,24.5400,239.7851,0.2010,81.1822,89.3851,93.6563,66.5893,102.7638,83.9107,86.9124,24.9763,24.5786,22.4253,22.8657,25.3556,20.5007,25.0050
2549.5550,15.5600,38.0700,24.5400,239.8488,0.2010,82.7015,84.2780,84.6501,60.7082,86.6603,87.4393,86.1372,26.9813,24.5786,22.8654,22.6837,26.4004,20.8730,25.6996
2549.8650,15.5600,38.0700,24.5400,239.9127,0.2006,74.3444,82.0040,86.3116,61.7084,87.4402,79.9474,80.5302,27.3606,24.7309,22.5478,24.3516,26.2354,21.4715,26.1134
2550.1740,15.5600,38.0700,24.5400,239.9763,0.2000,73.7788,76.3332,77.2091,54.0817,74.8839,73.5077,79.0768,28.2437,24.6614,23.2509,23.8568,27.0806,22.4781,26.7903
2550.4820,15.5600,38.0700,24.5400,239.9633,0.2000,63.5954,73.7788,76.4748,54.0817,79.5571,67.5130,71.3400,28.3556,24.9698,23.5150,25.2352,26.7363,22.7268,26.4477
2550.7910,15.5600,38.0700,24.5400,239.9364,0.2000,58.5022,70.7619,67.0980,49.3902,67.3691,66.4281,66.9625,28.8702,24.6614,23.7229,24.7858,26.9859,23.1100,27.3206
2551.0990,15.5600,38.0700,24.5400,239.9096,0.2000,55.1483,65.4927,66.0832,48.4545,65.8970,64.9101,68.0064,30.3350,24.2794,24.1369,25.0837,27.5150,23.7148,27.2227
2551.4080,15.5600,38.0700,24.5400,239.9340,0.2000,50.6638,61.4100,61.4312,48.4545,64.9211,65.3771,62.6718,28.7735,24.2124,24.2780,26.5139,27.3364,23.6406,27.1416
2551.7170,15.5600,38.0700,24.5400,239.9918,0.2000,49.2563,62.2823,60.1967,46.3134,58.7416,58.8476,61.7820,29.9763,24.0662,24.7109,25.9322,26.9859,23.4329,27.3206
2552.0260,15.5600,38.0700,24.5400,240.0495,0.1996,45.3727,56.2454,57.3826,44.9368,59.1755,56.4270,61.3071,30.6803,23.9217,24.4861,25.9322,27.6134,23.7148,28.0600
2552.3340,15.5600,38.0700,24.5400,240.0601,0.2000,42.4974,53.1344,59.7462,44.6417,59.1755,56.8524,59.1825,28.9870,24.2124,25.6229,26.3473,27.3364,23.1692,28.1465
2552.6400,15.5600,38.0700,24.5400,239.9900,0.2000,42.0836,50.9873,55.9066,43.5916,55.4192,54.1947,59.1825,30.1019,23.3600,24.5650,26.0937,27.6134,23.3003,28.4444
2552.9470,15.5600,38.0700,24.5400,239.9197,0.2000,38.3405,47.8754,55.1962,44.1105,57.6145,55.2549,57.2667,24.6579,23.2853,25.1590,26.8533,27.0806,23.1100,28.1465
2553.2530,15.5600,38.0700,24.5400,239.8566,0.2000,37.3412,44.2356,52.8143,41.6304,56.1324,54.9192,56.1218,29.7485,22.9551,25.2282,26.3473,26.9074,22.7841,28.3385
2553.5620,15.5600,38.0700,24.5400,239.8522,0.2000,33.9269,39.9243,51.5578,43.8732,55.4192,54.9192,55.4047,30.1019,22.6925,24.4861,27.5579,26.9859,22.6585,27.7698
2553.8720,15.5600,38.0700,24.5400,239.8479,0.2000,31.4259,35.0387,46.8361,40.5104,53.3824,52.4326,55.7936,30.4421,22.4242,24.8586,26.4228,26.2354,22.9809,28.2509
2554.1790,15.5600,38.0700,24.5400,239.8436,0.2000,27.6411,30.5230,45.3583,42.8579,55.7412,51.7707,54.0231,30.4421,22.0496,24.7778,27.5579,25.9844,22.5342,27.3206
2554.4890,15.5600,38.0700,24.5400,239.8701,0.2000,24.4902,25.9375,40.0548,39.6406,51.4875,49.6055,52.7077,29.7485,21.9939,24.4207,26.5903,25.7523,22.9809,27.8716
2554.7970,15.5600,38.0700,24.5400,239.9012,0.2000,21.0199,21.5074,36.6240,41.4185,53.0277,51.4753,52.4174,29.5241,21.4513,24.2780,27.7396,25.8244,22.4781,26.8694
2555.1060,15.5600,38.0700,24.5400,239.9324,0.2000,18.0918,17.6208,32.6835,38.9931,52.7357,49.2798,51.7898,30.3350,21.4513,23.9219,26.6826,25.2860,22.5342,27.0449
2555.4160,15.5600,38.0700,24.5400,239.9588,0.2000,15.1939,14.1362,29.4903,39.6406,51.7661,48.1206,50.2568,28.6584,20.8833,24.2780,27.7396,24.8357,22.1146,26.3557
2555.7260,15.5600,38.0700,24.5400,239.9824,0.2000,12.6741,11.3828,25.0079,38.1853,50.8849,46.4788,49.9924,28.8702,20.9439,23.3822,26.5903,24.6890,22.4111,26.1887
2556.0350,15.5600,38.0700,24.5400,240.0059,0.2000,10.5612,9.1260,22.0654,37.7935,48.3116,44.7193,48.3134,28.5631,20.5562,23.8594,26.7599,24.4656,21.9959,26.0237
2556.3410,15.5600,38.0700,24.5400,240.0183,0.2000,8.6627,7.2682,18.8656,38.0062,49.1574,42.5939,47.2542,28.8702,20.1349,22.6716,27.5579,24.0427,21.6471,25.3832
2556.6510,15.5600,38.0700,24.5400,240.0140,0.1999,7.2015,5.9072,15.7613,35.5988,45.2816,40.2907,45.2667,28.4496,20.0881,22.9926,26.5139,23.5608,21.3593,24.9224
2556.9600,15.5600,38.0700,24.5400,240.0097,0.2000,5.9390,4.7793,13.2875,35.4426,44.8125,38.5498,45.7480,28.9870,19.4889,22.1300,26.1827,23.5003,21.3087,24.8540
2557.2690,15.5600,38.0700,24.5400,240.0079,0.2000,4.9115,3.9415,11.1662,34.5923,43.9021,37.3220,43.1980,27.2562,19.2019,22.2494,27.2012,23.4282,20.8148,24.1893
2557.5790,15.5600,38.0700,24.5400,240.0203,0.2000,4.1086,3.3034,9.3961,32.8980,40.5960,33.5923,41.5249,28.7735,18.7411,21.6024,25.8594,22.6617,20.9216,24.3326
2557.8860,15.5600,38.0700,24.5400,240.0326,0.2000,3.4624,2.8113,7.9515,32.4470,40.0465,31.3509,40.3509,27.9494,18.5627,21.8316,26.1827,22.4831,20.5007,23.6320
2558.1930,15.5600,38.0700,24.5400,240.0449,0.2000,2.9442,2.4283,6.7251,30.4307,38.4192,29.4024,32.7552,26.9813,18.4747,21.7164,26.4228,22.1230,19.9522,23.0988
2558.5030,15.5600,38.0700,24.5400,240.0252,0.2000,2.5269,2.1163,5.6534,29.2098,34.5568,26.1979,35.3355,27.6431,17.8352,20.5224,25.4588,21.8891,19.7580,22.7139
2558.8110,15.5600,38.0700,24.5400,240.0024,0.2000,2.1896,1.8717,4.8548,28.2996,33.8587,24.4175,33.6544,25.2279,17.6362,21.0492,26.1827,20.1213,19.7057,22.8408
2559.1220,15.5600,38.0700,24.5400,239.9794,0.2000,1.9159,1.6722,4.1475,27.2366,30.9059,22.3353,31.1735,25.7303,17.2017,19.9225,26.4228,21.7739,19.1469,22.0338
2559.4310,15.5600,38.0700,24.5400,239.9702,0.2000,1.6976,1.5118,3.5832,24.8041,28.0364,17.8175,28.8249,25.5607,17.0500,19.9757,25.0018,21.2645,19.0160,21.9797
2559.7390,15.5600,38.0700,24.5400,239.9674,0.1998,1.5138,1.3795,3.1364,24.3763,26.4494,17.9845,26.4564,25.2279,16.9750,19.6350,25.7005,20.7870,18.4473,21.4532
2560.0480,15.5600,38.0700,24.5400,239.9646,0.1990,1.3634,1.2672,2.7380,22.0573,24.0186,16.2273,24.3713,25.6375,16.4675,19.1320,24.7858,20.8924,18.2423,21.4019
2560.3570,15.5600,38.0700,24.5400,239.9576,0.1998,1.2387,1.1728,2.4266,20.8265,21.8042,14.5093,22.2045,24.9033,16.0548,18.8656,24.7858,20.5792,17.9536,21.0094
2560.6670,15.5600,38.0700,24.5400,239.9452,0.1994,1.1316,1.0937,2.1665,19.9434,20.2000,12.9005,19.9797,23.7481,15.9215,18.4370,25.6147,19.9789,17.6806,20.5828
2560.9760,15.5600,38.0700,24.5400,239.9328,0.2000,1.0433,1.0247,1.9421,18.1015,17.5854,11.5383,18.3164,24.5017,15.5054,18.2707,24.3516,19.7861,17.4845,20.6879
2561.2840,15.5600,38.0700,24.5400,239.9147,0.2000,0.9656,0.9651,1.7560,17.1284,16.1085,10.4674,16.5422,23.5372,15.2854,17.7458,25.3047,19.6911,16.9330,20.0724
2561.5930,15.5600,38.0700,24.5400,239.8740,0.2000,0.8998,0.9126,1.5980,15.5614,14.4169,9.3624,14.8149,24.1261,15.0442,17.7104,24.1335,19.5036,16.7906,19.8749
2561.9030,15.5600,38.0700,24.5400,239.8331,0.2000,0.8417,0.8674,1.4479,14.7918,12.8577,8.3188,13.3060,22.6311,14.6956,17.3298,24.7058,19.0010,16.4752,19.5424
2562.2130,15.5600,38.0700,24.5400,239.7922,0.2003,0.7920,0.8265,1.3484,13.0931,11.6555,7.5189,11.9847,22.3674,14.6389,17.1087,23.6472,18.9130,16.2429,19.3970
2562.5220,15.5600,38.0700,24.5400,239.8501,0.2000,0.7471,0.7913,1.2495,12.3052,10.5266,6.7529,10.7627,22.1794,14.4464,16.7139,24.3516,18.4842,15.8538,18.8517
2562.8320,15.5600,38.0700,24.5400,239.9108,0.2000,0.7088,0.7580,1.1606,11.1028,9.3753,6.1333,9.7116,22.5706,14.0419,16.4765,23.2502,18.4842,15.6040,18.8116
2563.1410,15.5600,38.0700,24.5400,239.9713,0.2000,0.6739,0.7286,1.0856,10.3389,8.4439,5.5401,8.7173,21.4895,13.8130,16.1440,23.9944,18.0371,15.3020,18.3348
2563.4510,15.5600,38.0700,24.5400,239.9371,0.1991,0.6430,0.7024,1.0176,9.2919,7.5177,5.0144,7.8650,21.6664,13.6088,15.9157,22.8657,17.9935,15.2109,18.3348
2563.7580,15.5600,38.0700,24.5400,239.8705,0.2000,0.6153,0.6788,0.9597,8.6528,6.8328,4.5637,7.0563,21.3045,13.4626,15.6655,23.3214,17.5684,14.7550,17.7290
2564.0680,15.5600,38.0700,24.5400,239.8032,0.2000,0.5901,0.6568,0.9059,7.7800,6.1060,4.1771,6.3643,21.3695,13.1789,15.2768,22.4933,17.4173,14.5905,17.6081
2564.3780,15.5600,38.0700,24.5400,239.8006,0.2000,0.5671,0.6371,0.8595,7.1693,5.5087,3.8112,5.7367,21.4895,13.1327,15.1601,22.9925,17.0500,14.1684,17.1937
2564.6870,15.5600,38.0700,24.5400,239.8609,0.2000,0.5464,0.6184,0.8164,6.5105,4.9481,3.4921,5.1862,20.8396,12.7737,14.6795,22.1323,16.7665,14.1684,17.1533
2564.9950,15.5600,38.0700,24.5400,239.9209,0.2000,0.5277,0.6013,0.7791,6.0002,4.5135,3.2135,4.7013,19.9183,12.5392,14.7093,22.7403,16.5226,13.6719,16.6500
2565.3040,15.5600,38.0700,24.5400,239.9696,0.1990,0.5104,0.5857,0.7440,5.4617,4.0604,2.9657,4.2679,20.1777,12.3498,14.1245,21.6679,16.1898,13.6458,16.6500
2565.6120,15.5600,38.0700,24.5400,239.9865,0.1990,0.4943,0.5712,0.7125,5.0146,3.7027,2.7510,3.8833,19.1596,12.1693,14.0739,22.2514,16.1248,13.2521,16.2100
2565.9220,15.5600,38.0700,24.5400,240.0036,0.2000,0.4795,0.5577,0.6843,4.5846,3.3588,2.5455,3.5483,20.2852,11.9725,13.5389,21.1722,16.0602,13.0933,16.0425
2566.2310,15.5600,38.0700,24.5400,240.0190,0.2000,0.4661,0.5448,0.6585,4.2127,3.0744,2.3656,3.2306,18.8304,11.7986,13.7071,21.5547,15.5004,12.7898,15.7228
2566.5410,15.5600,38.0700,24.5400,239.9886,0.2000,0.4533,0.5328,0.6341,3.8544,2.8042,2.2036,2.9738,19.6560,11.6127,13.1529,20.6882,15.5607,12.7055,15.5089
2566.8510,15.5600,38.0700,24.5400,239.9583,0.2000,0.4420,0.5216,0.6118,3.5507,2.5718,2.0597,2.7232,18.2835,11.4515,13.1085,21.0639,15.3218,12.4001,15.1766
2567.1600,15.5600,38.0700,24.5400,239.9280,0.2000,0.1603,0.2042,0.1453,0.2404,0.1856,0.1763,0.1351,1.5954,0.3718,0.3828,0.1760,0.1300,0.1148,0.1213
2567.4690,15.5600,38.0700,24.5400,239.9289,0.8625,0.0621,0.1476,0.1041,0.1039,0.1090,0.1301,0.1118,0.1038,0.1005,0.1148,0.1073,0.1016,0.0950,0.1045
2567.7790,15.5600,38.0700,24.5400,239.9376,0.8883,0.0713,0.1392,0.1032,0.0982,0.1078,0.1227,0.1149,0.0958,0.0952,0.1122,0.1054,0.1019,0.0956,0.1042
2568.0870,15.5600,38.0700,24.5400,239.9462,0.8948,0.0776,0.1350,0.1052,0.0969,0.1087,0.1191,0.1166,0.0958,0.0948,0.1139,0.1061,0.1037,0.0972,0.1050
2568.3960,15.5600,38.0700,24.5400,239.9750,0.8970,0.0811,0.1340,0.1082,0.0972,0.1108,0.1182,0.1185,0.0967,0.0951,0.1155,0.1067,0.1049,0.0985,0.1057
2568.7050,15.5600,38.0700,24.5400,240.0192,0.8980,0.0838,0.1353,0.1114,0.0983,0.1129,0.1187,0.1207,0.0975,0.0954,0.1167,0.1073,0.1060,0.0997,0.1062
2569.0140,15.5600,38.0700,24.5400,240.0634,0.8980,0.0858,0.1372,0.1146,0.0997,0.1152,0.1200,0.1231,0.0982,0.0957,0.1176,0.1077,0.1067,0.1003,0.1066
2569.3230,15.5600,38.0700,24.5400,240.0852,0.8985,0.0878,0.1397,0.1175,0.1012,0.1174,0.1214,0.1255,0.0987,0.0958,0.1183,0.1080,0.1074,0.1011,0.1067
2569.6310,15.5600,38.0700,24.5400,240.0618,0.8980,0.0895,0.1419,0.1204,0.1027,0.1193,0.1231,0.1277,0.0991,0.0961,0.1190,0.1084,0.1079,0.1017,0.1070
2569.9410,15.5600,38.0700,24.5400,240.0383,0.8980,0.0913,0.1442,0.1227,0.1040,0.1212,0.1244,0.1296,0.0995,0.0962,0.1194,0.1085,0.1083,0.1021,0.1071
2570.2490,15.5600,38.0700,24.5400,240.0198,0.8990,0.0923,0.1463,0.1248,0.1054,0.1231,0.1257,0.1313,0.0998,0.0963,0.1195,0.1086,0.1084,0.1023,0.1074
2570.5580,15.5600,38.0700,24.5400,240.0507,0.8988,0.0935,0.1479,0.1267,0.1066,0.1244,0.1269,0.1331,0.1002,0.0965,0.1198,0.1088,0.1086,0.1026,0.1074
2570.8680,15.5600,38.0700,24.5400,240.0817,0.8984,0.0946,0.1498,0.1284,0.1076,0.1259,0.1281,0.1345,0.1003,0.0965,0.1201,0.1088,0.1090,0.1029,0.1075
2571.1770,15.5600,38.0700,24.5400,240.1126,0.8984,0.0956,0.1514,0.1299,0.1085,0.1272,0.1293,0.1358,0.1006,0.0966,0.1202,0.1089,0.1091,0.1031,0.1077
2571.4850,15.5600,38.0700,24.5400,240.1099,0.8980,0.0965,0.1527,0.1314,0.1095,0.1285,0.1301,0.1369,0.1007,0.0966,0.1204,0.1089,0.1093,0.1034,0.1077
2571.7940,15.5600,38.0700,24.5400,240.1015,0.8981,0.0973,0.1540,0.1326,0.1103,0.1296,0.1310,0.1381,0.1008,0.0967,0.1205,0.1089,0.1094,0.1034,0.1079
2572.1020,15.5600,38.0700,24.5400,240.0932,0.8999,0.0981,0.0697,0.1209,0.0960,0.1607,0.1818,0.2878,0.1011,0.0355,0.0544,0.0737,0.1508,0.2372,0.2615
2572.4110,15.5600,38.0700,24.5400,240.0585,0.2167,0.4831,1.4040,2.1445,1.5687,2.3737,2.7003,3.9070,0.9977,1.1752,1.2846,1.8707,2.8972,3.1630,3.8388
2572.7210,15.5600,38.0700,24.5400,240.0070,0.2100,4.4170,10.8809,16.0437,11.3682,15.9800,17.3696,22.0208,7.7008,7.9785,7.1141,8.8896,11.2890,10.9202,12.9259
2573.0300,15.5600,38.0700,24.5400,239.9557,0.2054,19.6166,38.0017,50.3585,34.5923,48.6068,51.7707,55.4047,16.6205,16.8671,14.1754,15.8090,17.7574,16.3766,19.2621
2573.3390,15.5600,38.0700,24.5400,239.9284,0.2040,45.8525,75.0345,76.4748,45.4878,76.1799,75.5789,82.0372,21.7897,21.3984,17.5563,18.7879,20.6260,18.6176,22.4640
2573.6470,15.5600,38.0700,24.5400,239.9398,0.2030,67.0368,83.5541,90.6767,63.2226,100.4346,83.1477,85.2249,22.6311,23.3600,19.6350,20.8985,22.5386,19.5160,23.4354
2573.9570,15.5600,38.0700,24.5400,239.9512,0.2010,82.0040,87.6161,70.9577,64.9139,94.9519,89.3160,88.6672,24.4313,23.9217,20.9418,21.9612,24.1186,19.9522,24.1247
2574.2670,15.5600,38.0700,24.5400,239.9619,0.2010,82.0040,88.5723,86.3116,61.1589,86.6603,90.3736,91.5214,25.5607,24.5100,22.0119,22.1971,25.6663,20.5007,25.1578
2574.5760,15.5600,38.0700,24.5400,239.9681,0.2004,82.0040,84.2780,86.3116,58.8009,85.7425,86.6118,86.1372,26.6121,24.2794,21.6024,22.6837,26.1463,20.7667,25.5404
2574.8850,15.5600,38.0700,24.5400,239.9743,0.2007,76.9383,83.5541,78.5920,58.8009,81.8393,79.9474,80.5302,26.6951,24.5786,22.4253,23.2502,26.3102,21.5332,26.1887
2575.1940,15.5600,38.0700,24.5400,239.9805,0.2000,69.6423,81.1822,80.0247,55.3201,83.3863,73.5077,73.1862,27.6431,23.7016,23.3822,24.4947,26.5673,21.8785,26.1134
2575.5030,15.5600,38.0700,24.5400,239.9785,0.2000,64.5303,71.9176,70.9577,52.5578,69.0060,67.5130,74.4318,29.4232,24.4281,22.7396,24.4164,26.5673,22.9809,26.9649
2575.8120,15.5600,38.0700,24.5400,239.9757,0.2000,57.7304,55.1483,67.0980,49.0940,67.9380,64.9101,65.9497,28.1511,25.1988,24.1369,24.7058,26.8138,22.9809,26.7903
2576.1200,15.5600,38.0700,24.5400,239.9729,0.2000,55.8533,65.4927,68.7283,50.7364,67.3691,65.3771,64.5292,29.0850,23.9217,23.7848,26.0201,27.0806,23.2405,26.8694
2576.4300,15.5600,38.0700,24.5400,239.9981,0.2000,50.6638,61.4100,61.0401,46.0522,62.5610,60.1761,64.9666,24.8162,24.1324,24.2008,25.3047,27.2560,23.8519,27.5851
2576.7380,15.5600,38.0700,24.5400,240.0366,0.2000,47.8754,58.8598,63.2123,47.4977,63.9733,59.7005,60.4548,28.8702,23.7788,24.4207,26.5139,26.9074,23.2405,27.1416
2577.0470,15.5600,38.0700,24.5400,240.0751,0.2000,44.2356,58.8598,59.3023,45.7427,63.4677,57.2118,59.6255,29.7485,23.9217,24.5650,26.5903,26.9074,23.1692,27.6855
2577.3560,15.5600,38.0700,24.5400,240.0792,0.2000,43.1138,52.8418,56.6351,43.5916,58.7416,58.0183,59.6255,30.6803,23.3600,24.7109,25.7725,27.3364,23.0394,27.9569
2577.6650,15.5600,38.0700,24.5400,240.0388,0.2000,39.9243,50.6638,56.9725,45.7427,60.4399,55.6631,56.5207,29.3030,23.4225,24.2008,27.1055,26.7363,22.7841,27.6855
2577.9750,15.5600,38.0700,24.5400,239.9983,0.2000,38.6853,47.1199,53.8273,42.1043,54.7235,54.5217,57.6122,30.1019,22.8829,24.7778,26.0201,27.3364,22.9111,28.4444
2578.2830,15.5600,38.0700,24.5400,239.9541,0.2000,36.2237,43.5478,51.5578,44.1105,54.7235,53.1112,57.2667,29.7485,22.6219,24.2008,27.2815,26.6439,22.9111,27.9569
2578.5910,15.5600,38.0700,24.5400,239.8944,0.2000,33.6595,39.3933,51.5578,42.5889,57.2027,54.1947,54.0231,28.7735,22.7517,25.0079,27.3784,26.2354,22.5342,27.5851
2578.9010,15.5600,38.0700,24.5400,239.8343,0.2000,31.1953,34.9088,46.5604,41.8876,55.0376,52.4326,55.4047,31.3033,22.2980,24.2008,26.3473,26.3102,22.8532,27.6855
2579.2100,15.5600,38.0700,24.5400,239.7743,0.2000,27.1874,30.4236,43.0884,41.4185,54.3512,53.8074,53.3574,28.7735,22.0496,24.2780,27.5579,25.9844,22.6585,27.3206
